Date;Time;Type;D/N;Pump Run Time Total(h:m);Time of Measurement(h:m);Motorspeed(%);Actual(m3/h);Actual(Nm3/h);Actual(m3);Actual(Nm3);Filter Press.(hPa);Air Pressure(hPa);Outdoor Temp.('C);Filter Temp.('C);Chamber Temp.('C);Temperature orifice('C);Rel.Humidity(%);Magazine Position;Measuring Typ;Sample ID;Max. Planned Pos.;Event;Error
31.07.2021;9:27:54;LVS 3.1;977;3275:13:00;0:00;0;0;0;0;0;0,3;977;23,4;;;31,4;55;1;Time;;;start of measurement;
31.07.2021;9:27:55;LVS 3.1;977;3275:13:00;0:00;0;0;0;0;0;0;977;23,4;;;31,4;55;1;Time;;;start of sample;
31.07.2021;10:27:55;LVS 3.1;977;3276:13:00;1:00;59,9;2,29;2,04;2,295;2,037;58,1;977;23,8;;;32,1;51,9;1;Time;;;;
31.07.2021;11:27:55;LVS 3.1;977;3277:13:00;2:00;59,7;2,3;2,04;4,595;4,075;57,8;977;24,4;;;32;43,9;1;Time;;;;
31.07.2021;12:27:55;LVS 3.1;977;3278:13:00;3:00;59,8;2,3;2,04;6,895;6,113;57,8;977;24,5;;;32;43,1;1;Time;;;;
31.07.2021;13:27:55;LVS 3.1;977;3279:13:00;4:00;59,7;2,3;2,04;9,195;8,153;58,1;977;24,4;;;32,1;42,8;1;Time;;;;
31.07.2021;14:27:55;LVS 3.1;977;3280:13:00;5:00;59,5;2,3;2,03;11,495;10,186;58,3;977;25,3;;;32,5;39,7;1;Time;;;;
31.07.2021;15:27:55;LVS 3.1;977;3281:13:00;6:00;59,7;2,3;2,03;13,795;12,217;58,1;978;25,7;;;32,7;38,1;1;Time;;;;
31.07.2021;16:27:55;LVS 3.1;977;3282:13:00;7:00;59,7;2,3;2,03;16,095;14,25;58,1;978;25,4;;;32,6;38;1;Time;;;;
31.07.2021;17:27:55;LVS 3.1;977;3283:13:00;8:00;59,7;2,3;2,03;18,395;16,284;58;978;25,4;;;32,4;37,9;1;Time;;;;
31.07.2021;18:27:55;LVS 3.1;977;3284:13:00;9:00;59,8;2,3;2,04;20,695;18,321;58,3;979;25;;;32,4;38,5;1;Time;;;;
31.07.2021;19:27:55;LVS 3.1;977;3285:13:00;10:00;60,1;2,3;2,04;22,995;20,362;58,6;979;24,6;;;32,4;40,2;1;Time;;;;
31.07.2021;20:27:55;LVS 3.1;977;3286:13:00;11:00;60,2;2,3;2,05;25,295;22,415;58,6;979;23;;;31,8;45;1;Time;;;;
31.07.2021;21:27:55;LVS 3.1;977;3287:13:00;12:00;60,5;2,3;2,06;27,595;24,476;58,6;980;21,9;;;31,4;48,9;1;Time;;;;
31.07.2021;22:27:55;LVS 3.1;977;3288:13:00;13:00;60,5;2,3;2,07;29,895;26,545;58,6;980;20,9;;;31,4;52,9;1;Time;;;;
31.07.2021;23:27:55;LVS 3.1;977;3289:13:00;14:00;60,7;2,3;2,07;32,195;28,619;58,9;981;20,4;;;31,2;55;1;Time;;;;
01.08.2021;0:27:55;LVS 3.1;977;3290:13:00;15:00;60,9;2,3;2,08;34,495;30,7;58,9;981;19,6;;;31;58;1;Time;;;;
01.08.2021;1:27:55;LVS 3.1;977;3291:13:00;16:00;61;2,3;2,08;36,795;32,784;59,2;982;19,2;;;30,7;59,7;1;Time;;;;
01.08.2021;2:27:55;LVS 3.1;977;3292:13:00;17:00;61,2;2,3;2,09;39,095;34,876;59,2;982;18,2;;;30,3;64,2;1;Time;;;;
01.08.2021;3:27:55;LVS 3.1;977;3293:13:00;18:00;61,3;2,3;2,1;41,395;36,973;59,2;982;17,6;;;30;66,9;1;Time;;;;
01.08.2021;4:27:55;LVS 3.1;977;3294:13:00;19:00;61,3;2,3;2,1;43,695;39,072;59,5;982;17,5;;;30,1;67;1;Time;;;;
01.08.2021;5:27:55;LVS 3.1;977;3295:13:00;20:00;61,3;2,3;2,1;45,995;41,17;59,5;983;17,6;;;30,1;66,2;1;Time;;;;
01.08.2021;6:27:55;LVS 3.1;977;3296:13:00;21:00;61,1;2,3;2,09;48,295;43,264;59,5;983;18,3;;;30,6;64,7;1;Time;;;;
01.08.2021;7:27:55;LVS 3.1;977;3297:13:00;22:00;60,7;2,3;2,09;50,595;45,428;59,5;983;19,3;;;30,9;63;1;Time;;;;
01.08.2021;8:27:55;LVS 3.1;977;3298:13:00;23:00;60,4;2,3;2,07;52,895;47,497;59,5;983;21,9;;;31,9;54,7;1;Time;;;;
01.08.2021;9:27:17;LVS 3.1;977;3299:12:00;23:59;60;2,3;2,06;55,171;49,531;59,5;983;23,8;;;32,3;47,7;1;Time;;;cancelled by user;
01.08.2021;9:27:17;LVS 3.1;977;3299:12:00;23:59;60;2,3;2,06;55,171;49,531;59,5;981;22;;;31,5;51,2;1;Time;;;average values;
01.08.2021;9:29:14;LVS 3.1;977;3299:12:00;0:00;0;0;0;0;0;0;984;24,3;;;31,4;45,6;1;Time;;;start of measurement;
01.08.2021;9:30:00;LVS 3.1;977;3299:12:00;0:00;0;0;0;0;0;0,3;984;24,2;;;31,2;45,4;1;Time;;;start of sample;
01.08.2021;10:30:00;LVS 3.1;977;3300:12:00;1:00;56,3;2,3;2,05;2,296;2,049;30,5;983;24,2;;;32,1;46,3;1;Time;;;;
01.08.2021;11:30:00;LVS 3.1;977;3301:12:00;2:00;56,5;2,3;2,06;4,596;4,104;31;983;23,9;;;32,2;48,4;1;Time;;;;
01.08.2021;12:30:00;LVS 3.1;977;3302:12:00;3:00;56,5;2,3;2,05;6,896;6,158;31,3;983;24;;;32,1;48,8;1;Time;;;;
01.08.2021;13:30:00;LVS 3.1;977;3303:12:00;4:00;56,9;2,3;2,06;9,196;8,218;31,9;984;23,3;;;31,8;54;1;Time;;;;
01.08.2021;14:30:00;LVS 3.1;977;3304:12:00;5:00;57,3;2,3;2,07;11,496;10,29;32,7;983;21,4;;;31,3;69,3;1;Time;;;;
01.08.2021;15:30:00;LVS 3.1;977;3305:12:00;6:00;57,3;2,3;2,07;13,796;12,359;32,4;983;21,7;;;31,3;69;1;Time;;;;
01.08.2021;16:30:00;LVS 3.1;977;3306:12:00;7:00;57,1;2,3;2,06;16,096;14,424;32,7;983;22,2;;;31,3;70;1;Time;;;;
01.08.2021;17:30:00;LVS 3.1;977;3307:12:00;8:00;56,9;2,3;2,06;18,396;16,482;33;982;23,1;;;31,9;66,4;1;Time;;;;
01.08.2021;18:30:00;LVS 3.1;977;3308:12:00;9:00;56,9;2,3;2,05;20,696;18,535;33,3;982;23,7;;;31,9;65,5;1;Time;;;;
01.08.2021;19:30:00;LVS 3.1;977;3309:12:00;10:00;57,1;2,3;2,05;22,996;20,589;33,3;981;23,5;;;32;67,5;1;Time;;;;
01.08.2021;20:30:00;LVS 3.1;977;3310:12:00;11:00;57,2;2,3;2,06;25,296;22,649;33,9;982;22,7;;;31,6;71,3;1;Time;;;;
01.08.2021;21:30:00;LVS 3.1;977;3311:12:00;12:00;57,4;2,3;2,06;27,596;24,714;34,1;982;22,1;;;31,4;75,4;1;Time;;;;
01.08.2021;22:30:00;LVS 3.1;977;3312:12:00;13:00;57,6;2,3;2,07;29,896;26,786;34,1;982;21,2;;;31,4;80,3;1;Time;;;;
01.08.2021;23:30:00;LVS 3.1;977;3313:12:00;14:00;57,8;2,3;2,08;32,196;28,863;34,4;982;20,5;;;31,4;83,7;1;Time;;;;
02.08.2021;0:30:00;LVS 3.1;977;3314:12:00;15:00;58;2,3;2,08;34,496;30,946;35;983;19,6;;;31,3;87,8;1;Time;;;;
02.08.2021;1:30:00;LVS 3.1;977;3315:12:00;16:00;58;2,3;2,08;36,796;33,031;35,3;982;19,4;;;31,2;89,5;1;Time;;;;
02.08.2021;2:30:00;LVS 3.1;977;3316:12:00;17:00;57,8;2,3;2,08;39,096;35,116;35,3;982;19,3;;;31,3;90,4;1;Time;;;;
02.08.2021;3:30:00;LVS 3.1;977;3317:12:00;18:00;57,9;2,3;2,08;41,396;37,195;35,3;983;20,1;;;31;87,6;1;Time;;;;
02.08.2021;4:30:00;LVS 3.1;977;3318:12:00;19:00;58,2;2,3;2,08;43,696;39,475;35,9;982;19,4;;;30,8;89,2;1;Time;;;;
02.08.2021;5:30:00;LVS 3.1;977;3319:12:00;20:00;58,2;2,3;2,09;45,996;41,745;35,9;982;18,5;;;31,1;92;1;Time;;;;
02.08.2021;6:30:00;LVS 3.1;977;3320:12:00;21:00;57,8;2,3;2,08;48,296;44,079;36,2;982;19,3;;;31,2;86,7;1;Time;;;;
02.08.2021;7:30:00;LVS 3.1;977;3321:12:00;22:00;57,4;2,3;2,07;50,596;46,15;36,2;982;21,3;;;31,2;70,9;1;Time;;;;
02.08.2021;8:30:00;LVS 3.1;977;3322:12:00;23:00;57,3;2,3;2,06;52,896;48,209;36,1;982;22,8;;;32;66,5;1;Time;;;;
02.08.2021;9:25:03;LVS 3.1;977;3323:07:00;23:55;57,1;2,3;2,05;55,006;50,091;36,4;982;24;;;32,2;67,3;1;Time;;;end;
02.08.2021;9:25:03;LVS 3.1;977;3323:07:00;23:55;57,1;2,3;2,07;55,006;50,091;36,4;983;21,7;;;31,5;72,7;1;Time;;;average values;
02.08.2021;9:40:34;LVS 3.1;977;3323:07:00;0:00;0;0;0;0;0;0,1;982;23,6;;;29,2;70,6;1;Time;;;start of measurement;
02.08.2021;9:40:35;LVS 3.1;977;3323:07:00;0:00;0;0;0;0;0;0;982;23,6;;;29;70,6;1;Time;;;start of sample;
02.08.2021;10:40:35;LVS 3.1;977;3324:07:00;1:00;58,9;2,29;2,05;2,295;2,054;36,3;982;22,9;;;31,3;72,9;1;Time;;;;
02.08.2021;11:40:35;LVS 3.1;977;3325:07:00;2:00;59;2,3;2,07;4,595;4,124;37,2;981;21;;;30,9;85,7;1;Time;;;;
02.08.2021;12:40:35;LVS 3.1;977;3326:07:00;3:00;58,3;2,3;2,05;6,895;6,171;37,5;980;23,9;;;31,9;75,3;1;Time;;;;
02.08.2021;13:40:35;LVS 3.1;977;3327:07:00;4:00;58,1;2,3;2,03;9,195;8,2;37,7;979;26,5;;;33,1;61,5;1;Time;;;;
02.08.2021;14:40:35;LVS 3.1;977;3328:07:00;5:00;58,2;2,3;2,03;11,495;10,229;38;979;26,4;;;32,6;61;1;Time;;;;
02.08.2021;15:40:35;LVS 3.1;977;3329:07:00;6:00;58,1;2,3;2,03;13,795;12,254;38,6;978;26,6;;;32,4;61,5;1;Time;;;;
02.08.2021;16:40:35;LVS 3.1;977;3330:07:00;7:00;58;2,3;2,02;16,095;14,27;38,9;977;27,7;;;33;59,3;1;Time;;;;
02.08.2021;17:40:35;LVS 3.1;977;3331:07:00;8:00;57,9;2,3;2,01;18,395;16,279;39,1;976;28,3;;;33,1;57,4;1;Time;;;;
02.08.2021;18:40:35;LVS 3.1;977;3332:07:00;9:00;58;2,3;2,01;20,695;18,284;39,7;975;28,7;;;33,1;54;1;Time;;;;
02.08.2021;19:40:35;LVS 3.1;977;3333:07:00;10:00;58,1;2,3;2,01;22,995;20,292;40,3;974;28,2;;;32,7;52,3;1;Time;;;;
02.08.2021;20:40:35;LVS 3.1;977;3334:07:00;11:00;58,4;2,3;2,01;25,295;22,302;40,6;974;27,7;;;32,4;50,9;1;Time;;;;
02.08.2021;21:40:35;LVS 3.1;977;3335:07:00;12:00;58,7;2,3;2,02;27,595;24,321;41,4;975;26,5;;;32,2;53,7;1;Time;;;;
02.08.2021;22:40:35;LVS 3.1;977;3336:07:00;13:00;59,8;2,3;2,04;29,895;26,359;41,4;975;23,7;;;31,6;68,3;1;Time;;;;
02.08.2021;23:40:35;LVS 3.1;977;3337:07:00;14:00;59,8;2,3;2,07;32,195;28,427;41,2;975;19,5;;;30,1;90,9;1;Time;;;;
03.08.2021;0:40:35;LVS 3.1;977;3338:07:00;15:00;59,9;2,3;2,06;34,495;30,491;41,7;975;20,2;;;30,5;88,6;1;Time;;;;
03.08.2021;1:40:35;LVS 3.1;977;3339:07:00;16:00;60;2,3;2,07;36,795;32,559;42;976;19,7;;;30,5;89,4;1;Time;;;;
03.08.2021;2:40:35;LVS 3.1;977;3340:07:00;17:00;60;2,3;2,07;39,095;34,631;42,6;976;19,3;;;30,5;88;1;Time;;;;
03.08.2021;3:40:35;LVS 3.1;977;3341:07:00;18:00;60,2;2,3;2,08;41,395;36,708;42,6;977;18,7;;;30,6;88,6;1;Time;;;;
03.08.2021;4:40:35;LVS 3.1;977;3342:07:00;19:00;60,3;2,3;2,08;43,695;38,791;43,2;977;18,1;;;30,3;87,7;1;Time;;;;
03.08.2021;5:40:35;LVS 3.1;977;3343:07:00;20:00;60,4;2,3;2,09;45,995;40,972;43,4;978;17,6;;;30,2;88,1;1;Time;;;;
03.08.2021;6:40:35;LVS 3.1;977;3344:07:00;21:00;60,2;2,3;2,09;48,295;43,059;43,4;978;17,8;;;30,5;84,2;1;Time;;;;
03.08.2021;7:40:35;LVS 3.1;977;3345:07:00;22:00;60,3;2,3;2,09;50,595;45,144;43,4;979;18,4;;;30,6;79;1;Time;;;;
03.08.2021;8:40:35;LVS 3.1;977;3346:07:00;23:00;60,2;2,3;2,09;52,895;47,238;43,4;980;18,4;;;30,7;78,7;1;Time;;;;
03.08.2021;9:25:03;LVS 3.1;977;3346:52:00;23:44;60,1;2,3;2,08;54,6;48,783;43,7;980;18,8;;;30,8;76,2;1;Time;;;end;
03.08.2021;9:25:03;LVS 3.1;977;3346:52:00;23:44;60,1;2,3;2,05;54,6;48,783;43,7;978;22,7;;;31,5;73;1;Time;;;average values;
03.08.2021;9:33:50;LVS 3.1;977;3346:52:00;0:00;0;0;0;0;0;0;981;19,2;;;30;73,2;1;Time;;;start of measurement;
03.08.2021;9:33:51;LVS 3.1;977;3346:52:00;0:00;0;0;0;0;0;0;981;19,2;;;30;73,2;1;Time;;;start of sample;
03.08.2021;10:33:51;LVS 3.1;977;3347:52:00;1:00;61;2,29;2,07;2,295;2,071;60,9;981;20,2;;;31,3;67,7;1;Time;;;;
03.08.2021;11:33:51;LVS 3.1;977;3348:52:00;2:00;61,1;2,3;2,08;4,595;4,146;60,6;981;20,3;;;31,6;64,6;1;Time;;;;
03.08.2021;12:33:51;LVS 3.1;977;3349:52:00;3:00;61,3;2,3;2,07;6,895;6,214;61;981;21,4;;;31,8;59,1;1;Time;;;;
03.08.2021;13:33:51;LVS 3.1;977;3350:52:00;4:00;61;2,3;2,07;9,195;8,287;61;982;21;;;31,9;57,4;1;Time;;;;
03.08.2021;14:33:51;LVS 3.1;977;3351:52:00;5:00;61,3;2,3;2,06;11,495;10,35;61,1;982;22,1;;;33,8;52,5;1;Time;;;;
03.08.2021;15:33:51;LVS 3.1;977;3352:52:00;6:00;60,7;2,3;2,06;13,795;12,411;60,4;982;22,6;;;33,3;50,7;1;Time;;;;
03.08.2021;16:33:51;LVS 3.1;977;3353:52:00;7:00;60,1;2,3;2,06;16,095;14,469;60,3;982;23;;;30,3;46,4;1;Time;;;;
03.08.2021;17:33:51;LVS 3.1;977;3354:52:00;8:00;60,5;2,3;2,06;18,395;16,525;61;982;23,2;;;30,9;44,9;1;Time;;;;
03.08.2021;18:33:51;LVS 3.1;977;3355:52:00;9:00;60,8;2,3;2,06;20,695;18,581;61,3;982;23,3;;;32,9;42,7;1;Time;;;;
03.08.2021;19:33:51;LVS 3.1;977;3356:52:00;10:00;61;2,3;2,06;22,995;20,645;61,3;982;22,3;;;32,4;44,3;1;Time;;;;
03.08.2021;20:33:51;LVS 3.1;977;3357:52:00;11:00;60,8;2,3;2,08;25,295;22,72;60,6;983;20,8;;;30,9;48,2;1;Time;;;;
03.08.2021;21:33:51;LVS 3.1;977;3358:52:00;12:00;60,6;2,3;2,09;27,596;24,864;61,3;984;19,8;;;28,4;52,9;1;Time;;;;
03.08.2021;22:33:51;LVS 3.1;977;3359:52:00;13:00;60,6;2,3;2,09;29,896;26,955;61,4;984;18,9;;;27,8;57,3;1;Time;;;;
03.08.2021;23:33:51;LVS 3.1;977;3360:52:00;14:00;60,6;2,3;2,1;32,196;29,052;61,1;985;18,4;;;27,4;59,6;1;Time;;;;
04.08.2021;0:33:51;LVS 3.1;977;3361:52:00;15:00;60,8;2,3;2,1;34,496;31,156;61,4;985;17,4;;;27,3;63,2;1;Time;;;;
04.08.2021;1:33:51;LVS 3.1;977;3362:52:00;16:00;61;2,3;2,11;36,796;33,267;61,4;985;16,6;;;27,2;67,1;1;Time;;;;
04.08.2021;2:33:51;LVS 3.1;977;3363:52:00;17:00;61;2,3;2,11;39,096;35,38;61,1;986;16,5;;;27;67,3;1;Time;;;;
04.08.2021;3:33:51;LVS 3.1;977;3364:52:00;18:00;61,1;2,3;2,12;41,396;37,497;62;986;16,1;;;26,6;69,4;1;Time;;;;
04.08.2021;4:33:51;LVS 3.1;977;3365:52:00;19:00;61,3;2,3;2,12;43,696;39,619;62;987;15,5;;;26,6;72,8;1;Time;;;;
04.08.2021;5:33:51;LVS 3.1;977;3366:52:00;20:00;61,4;2,3;2,13;45,996;41,745;62;987;14,9;;;26,6;75,8;1;Time;;;;
04.08.2021;6:33:51;LVS 3.1;977;3367:52:00;21:00;61,1;2,3;2,13;48,296;43,87;62;987;15,3;;;26,7;75;1;Time;;;;
04.08.2021;7:33:51;LVS 3.1;977;3368:52:00;22:00;60,6;2,3;2,11;50,596;45,982;62;988;17,2;;;27,5;68,6;1;Time;;;;
04.08.2021;8:33:51;LVS 3.1;977;3369:52:00;23:00;60,2;2,3;2,09;52,896;48,28;62;988;19,8;;;28,4;59,4;1;Time;;;;
04.08.2021;9:25:03;LVS 3.1;977;3370:43:00;23:51;60,1;2,3;2,09;54,859;50,084;62,3;989;21;;;28,9;54;1;Time;;;end;
04.08.2021;9:25:03;LVS 3.1;977;3370:43:00;23:51;60,1;2,3;2,11;54,859;50,084;62,6;985;19,5;;;29,5;59,2;1;Time;;;average values;
04.08.2021;9:31:33;LVS 3.1;977;3370:43:00;0:00;0;0;0;0;0;0;989;21;;;26,2;53,3;1;Time;;;start of measurement;
04.08.2021;9:31:34;LVS 3.1;977;3370:43:00;0:00;0;0;0;0;0;0,3;989;21;;;26,2;53,3;1;Time;;;start of sample;
04.08.2021;10:31:34;LVS 3.1;977;3371:43:00;1:00;59,8;2,29;2,08;2,295;2,077;59,5;989;21,8;;;28,9;51,9;1;Time;;;;
04.08.2021;11:31:34;LVS 3.1;977;3372:43:00;2:00;59,6;2,3;2,08;4,595;4,155;59,5;989;22,2;;;28,9;49,3;1;Time;;;;
04.08.2021;12:31:34;LVS 3.1;977;3373:43:00;3:00;59,1;2,3;2,07;6,895;6,225;59,3;989;23,3;;;29,2;44,4;1;Time;;;;
04.08.2021;13:31:34;LVS 3.1;977;3374:43:00;4:00;59,4;2,3;2,07;9,195;8,291;59,3;989;23,9;;;29,6;41,2;1;Time;;;;
04.08.2021;14:31:34;LVS 3.1;977;3375:43:00;5:00;59,2;2,3;2,08;11,495;10,371;58,6;989;21,9;;;28,7;48,4;1;Time;;;;
04.08.2021;15:31:34;LVS 3.1;977;3376:43:00;6:00;59,3;2,3;2,07;13,795;12,446;58,9;989;22,7;;;28,9;46,4;1;Time;;;;
04.08.2021;16:31:34;LVS 3.1;977;3377:43:00;7:00;59,3;2,3;2,07;16,095;14,513;58,9;989;23,7;;;29,8;43,8;1;Time;;;;
04.08.2021;17:31:34;LVS 3.1;977;3378:43:00;8:00;60;2,3;2,07;18,395;16,582;59,5;989;23,5;;;29,6;44,4;1;Time;;;;
04.08.2021;18:31:34;LVS 3.1;977;3379:43:00;9:00;60,4;2,3;2,1;20,695;18,682;59,2;989;19,2;;;27,9;58,6;1;Time;;;;
04.08.2021;19:31:34;LVS 3.1;977;3380:43:00;10:00;60,4;2,3;2,1;22,995;20,784;59,8;990;19,1;;;27,7;58,7;1;Time;;;;
04.08.2021;20:31:34;LVS 3.1;977;3381:43:00;11:00;60,9;2,3;2,11;25,295;22,897;59,8;990;17,7;;;27,4;62,8;1;Time;;;;
04.08.2021;21:31:34;LVS 3.1;977;3382:43:00;12:00;61,2;2,3;2,13;27,595;25,029;60,1;990;15,2;;;27,1;73,8;1;Time;;;;
04.08.2021;22:31:34;LVS 3.1;977;3383:43:00;13:00;61,2;2,3;2,14;29,896;27,164;60,1;990;14,6;;;27;75,8;1;Time;;;;
04.08.2021;23:31:34;LVS 3.1;977;3384:43:00;14:00;60,9;2,3;2,14;32,196;29,3;59,5;990;14,6;;;27;75,5;1;Time;;;;
05.08.2021;0:31:34;LVS 3.1;977;3385:43:00;15:00;61,5;2,3;2,14;34,496;31,44;60,4;990;14,2;;;26,9;77,5;1;Time;;;;
05.08.2021;1:31:34;LVS 3.1;977;3386:43:00;16:00;61,2;2,3;2,14;36,796;33,584;60,1;991;13,6;;;26,6;80,6;1;Time;;;;
05.08.2021;2:31:34;LVS 3.1;977;3387:43:00;17:00;61,1;2,3;2,14;39,096;35,72;60,1;991;14,8;;;26,7;72,7;1;Time;;;;
05.08.2021;3:31:34;LVS 3.1;977;3388:43:00;18:00;61,5;2,3;2,14;41,396;37,859;60,7;991;14,4;;;26,7;74,7;1;Time;;;;
05.08.2021;4:31:34;LVS 3.1;977;3389:43:00;19:00;61,6;2,3;2,15;43,696;40,007;60,9;991;13,1;;;26,7;81,3;1;Time;;;;
05.08.2021;5:31:34;LVS 3.1;977;3390:43:00;20:00;61,6;2,3;2,15;45,996;42,159;60,9;991;12,7;;;26,6;84,7;1;Time;;;;
05.08.2021;6:31:34;LVS 3.1;977;3391:43:00;21:00;61,1;2,3;2,15;48,296;44,305;60,9;991;13,6;;;26,8;83,5;1;Time;;;;
05.08.2021;7:31:34;LVS 3.1;977;3392:43:00;22:00;60,3;2,3;2,12;50,596;46,425;60,6;991;17;;;27,4;69,8;1;Time;;;;
05.08.2021;8:31:34;LVS 3.1;977;3393:43:00;23:00;59,9;2,3;2,1;52,896;48,524;60,7;991;20;;;28,4;59;1;Time;;;;
05.08.2021;9:25:03;LVS 3.1;977;3394:37:00;23:53;59,8;2,3;2,09;54,946;50,388;60,4;991;20,9;;;28,9;53;1;Time;;;end;
05.08.2021;9:25:03;LVS 3.1;977;3394:37:00;23:53;59,8;2,3;2,12;54,946;50,388;60,9;991;18,2;;;27,9;63;1;Time;;;average values;
05.08.2021;9:27:45;LVS 3.1;977;3394:37:00;0:00;0;0;0;0;0;0,3;991;20,9;;;27,2;52,3;1;Time;;;start of measurement;
05.08.2021;9:30:00;LVS 3.1;977;3394:37:00;0:00;0;0;0;0;0;0,3;990;21,2;;;26,6;54,3;1;Time;;;start of sample;
05.08.2021;10:30:00;LVS 3.1;977;3395:37:00;1:00;57,6;2,29;2,08;2,295;2,08;37,6;990;21,8;;;28,9;51,1;1;Time;;;;
05.08.2021;11:30:00;LVS 3.1;977;3396:37:00;2:00;57,8;2,3;2,08;4,595;4,165;38,4;990;21,7;;;29;50,2;1;Time;;;;
05.08.2021;12:30:00;LVS 3.1;977;3397:37:00;3:00;57,6;2,3;2,08;6,895;6,241;39,3;990;22,9;;;29,3;46,9;1;Time;;;;
05.08.2021;13:30:00;LVS 3.1;977;3398:37:00;4:00;57,9;2,3;2,08;9,195;8,322;39,3;990;22,2;;;29;47,6;1;Time;;;;
05.08.2021;14:30:00;LVS 3.1;977;3399:37:00;5:00;58,5;2,3;2,09;11,495;10,413;39,8;990;20,6;;;28;54,2;1;Time;;;;
05.08.2021;15:30:00;LVS 3.1;977;3400:37:00;6:00;58,3;2,3;2,09;13,795;12,508;40,4;989;20;;;28,2;66;1;Time;;;;
05.08.2021;16:30:00;LVS 3.1;977;3401:37:00;7:00;58,4;2,3;2,09;16,095;14,595;40,7;989;21;;;28,7;57,8;1;Time;;;;
05.08.2021;17:30:00;LVS 3.1;977;3402:37:00;8:00;59,1;2,3;2,1;18,395;16,698;41;989;18,6;;;28;71,4;1;Time;;;;
05.08.2021;18:30:00;LVS 3.1;977;3403:37:00;9:00;59,3;2,3;2,11;20,695;18,808;41,8;988;17,6;;;27,9;80,9;1;Time;;;;
05.08.2021;19:30:00;LVS 3.1;977;3404:37:00;10:00;59,4;2,3;2,12;22,995;20,923;42,1;988;16,7;;;27,6;86,7;1;Time;;;;
05.08.2021;20:30:00;LVS 3.1;977;3405:37:00;11:00;59,4;2,3;2,11;25,295;23,038;42,7;987;16,7;;;27,6;84,7;1;Time;;;;
05.08.2021;21:30:00;LVS 3.1;977;3406:37:00;12:00;59,3;2,3;2,11;27,595;25,15;43,3;987;17;;;27,4;79,9;1;Time;;;;
05.08.2021;22:30:00;LVS 3.1;977;3407:37:00;13:00;59,3;2,3;2,11;29,895;27,258;43,5;987;17,4;;;27,4;75,7;1;Time;;;;
05.08.2021;23:30:00;LVS 3.1;977;3408:37:00;14:00;59,4;2,3;2,11;32,195;29,368;44,1;987;17,2;;;27,3;77,7;1;Time;;;;
06.08.2021;0:30:00;LVS 3.1;977;3409:37:00;15:00;59,6;2,3;2,11;34,495;31,478;44,4;986;16,9;;;27,4;79,5;1;Time;;;;
06.08.2021;1:30:00;LVS 3.1;977;3410:37:00;16:00;59,6;2,3;2,11;36,795;33,587;44,7;985;16,9;;;27,4;79;1;Time;;;;
06.08.2021;2:30:00;LVS 3.1;977;3411:37:00;17:00;59,8;2,3;2,11;39,095;35,698;45,5;985;16,6;;;27,3;80,3;1;Time;;;;
06.08.2021;3:30:00;LVS 3.1;977;3412:37:00;18:00;60;2,3;2,12;41,395;37,818;46,1;985;15,3;;;27,2;85,1;1;Time;;;;
06.08.2021;4:30:00;LVS 3.1;977;3413:37:00;19:00;60;2,3;2,12;43,695;39,938;46,1;985;15,2;;;26,9;85,5;1;Time;;;;
06.08.2021;5:30:00;LVS 3.1;977;3414:37:00;20:00;60,1;2,3;2,12;45,995;42,061;47;985;14,8;;;26,9;88;1;Time;;;;
06.08.2021;6:30:00;LVS 3.1;977;3415:37:00;21:00;59,9;2,3;2,12;48,295;44,177;47,2;984;15,6;;;27,3;87,1;1;Time;;;;
06.08.2021;7:30:00;LVS 3.1;977;3416:37:00;22:00;59,6;2,3;2,11;50,595;46,283;47,5;984;17;;;27,6;82,9;1;Time;;;;
06.08.2021;8:30:00;LVS 3.1;977;3417:37:00;23:00;59,4;2,3;2,1;52,895;48,379;48,1;984;18,5;;;28,1;75,5;1;Time;;;;
06.08.2021;9:25:03;LVS 3.1;977;3418:32:00;23:55;59,3;2,3;2,09;55,006;50,756;48,9;984;19,4;;;28,4;72,2;1;Time;;;end;
06.08.2021;9:25:03;LVS 3.1;977;3418:32:00;23:55;59,3;2,3;2,1;55,006;50,756;48,9;987;18,2;;;27,9;72,7;1;Time;;;average values;
06.08.2021;9:27:00;LVS 3.1;977;3418:32:00;0:00;0;0;0;0;0;0;985;19,7;;;27,4;71,5;1;Time;;;start of measurement;
06.08.2021;9:30:00;LVS 3.1;977;3418:32:00;0:00;0;0;0;0;0;0;984;19,8;;;26,6;71,3;1;Time;;;start of sample;
06.08.2021;10:30:00;LVS 3.1;977;3419:32:00;1:00;60;2,29;2,08;2,295;2,078;60,9;984;20,3;;;28,5;70,2;1;Time;;;;
06.08.2021;11:30:00;LVS 3.1;977;3420:32:00;2:00;60,1;2,3;2,08;4,595;4,155;61,2;984;21,2;;;28,8;67,5;1;Time;;;;
06.08.2021;12:30:00;LVS 3.1;977;3421:32:00;3:00;60;2,3;2,07;6,895;6,227;61,2;984;21,7;;;28,7;66,7;1;Time;;;;
06.08.2021;13:30:00;LVS 3.1;977;3422:32:00;4:00;60,4;2,3;2,08;9,195;8,335;61,2;985;20,6;;;28,3;72,7;1;Time;;;;
06.08.2021;14:30:00;LVS 3.1;977;3423:32:00;5:00;60,5;2,3;2,09;11,495;10,444;61,5;985;19,4;;;27,9;85;1;Time;;;;
