Date;Time;Type;D/N;Pump Run Time Total(h:m);Time of Measurement(h:m);Motorspeed(%);Actual(m3/h);Actual(Nm3/h);Actual(m3);Actual(Nm3);Filter Press.(hPa);Air Pressure(hPa);Outdoor Temp.('C);Filter Temp.('C);Chamber Temp.('C);Temperature orifice('C);Rel.Humidity(%);Magazine Position;Measuring Typ;Sample ID;Max. Planned Pos.;Event;Error
13.09.2021;13:29:12;PNS 18T DM-6.1;10704;4168:35:00;0:00;0;0;0;0;0;0;980;22,8;25,5;21,7;20;46,2;1;Period(Time);1;2;start of measurement;
14.09.2021;9:30:00;PNS 18T DM-6.1;10704;4168:35:00;0:00;0;0;0;0;0;0;982;11,4;25,2;19,4;21,2;72,5;1;Period(Time);1;2;start of sample;
14.09.2021;10:30:00;PNS 18T DM-6.1;10704;4169:35:00;1:00;36,2;2,3;2,13;2,297;2,135;63,4;981;11,7;19,5;20,7;21,3;66,2;1;Period(Time);1;2;;
14.09.2021;11:30:00;PNS 18T DM-6.1;10704;4170:35:00;2:00;36,6;2,3;2,13;4,597;4,269;63,4;981;12,3;19,7;20,7;22,1;57;1;Period(Time);1;2;;
14.09.2021;12:30:00;PNS 18T DM-6.1;10704;4171:35:00;3:00;36,7;2,3;2,14;6,897;6,408;63,4;981;11,6;19,7;20,7;22,4;53;1;Period(Time);1;2;;
14.09.2021;13:30:00;PNS 18T DM-6.1;10704;4172:35:00;4:00;36,7;2,3;2,14;9,197;8,549;64;981;11,4;19,9;20,7;22,5;54,9;1;Period(Time);1;2;;
14.09.2021;14:30:00;PNS 18T DM-6.1;10704;4173:35:00;5:00;36,8;2,3;2,14;11,497;10,688;63,8;982;11,7;20,8;20,6;23,9;53;1;Period(Time);1;2;;
14.09.2021;15:30:00;PNS 18T DM-6.1;10704;4174:35:00;6:00;36,9;2,3;2,13;13,797;12,82;63,4;981;12,5;22,2;20,7;25,4;51,1;1;Period(Time);1;2;;
14.09.2021;16:30:00;PNS 18T DM-6.1;10704;4175:35:00;7:00;36,8;2,3;2,14;16,097;14,956;63,6;981;12;22,4;20,7;25,7;51,3;1;Period(Time);1;2;;
14.09.2021;17:30:00;PNS 18T DM-6.1;10704;4176:35:00;8:00;37;2,3;2,13;18,397;17,087;63,6;981;12,5;23,4;20,7;26,9;47,8;1;Period(Time);1;2;;
14.09.2021;18:30:00;PNS 18T DM-6.1;10704;4177:35:00;9:00;37,1;2,3;2,14;20,697;19,226;63,8;981;11,5;23,5;20,7;27,5;51,5;1;Period(Time);1;2;;
14.09.2021;19:30:00;PNS 18T DM-6.1;10704;4178:35:00;10:00;37,2;2,3;2,15;22,997;21,371;63,7;981;10,6;23,4;20,7;27,8;57,2;1;Period(Time);1;2;;
14.09.2021;20:30:00;PNS 18T DM-6.1;10704;4179:35:00;11:00;37,2;2,3;2,15;25,297;23,519;63,1;981;10,4;23,6;20,6;28,2;58,7;1;Period(Time);1;2;;
14.09.2021;21:30:00;PNS 18T DM-6.1;10704;4180:35:00;12:00;37,2;2,3;2,15;27,597;25,668;63,4;981;10;23,8;20,7;28,5;58,4;1;Period(Time);1;2;;
14.09.2021;22:30:00;PNS 18T DM-6.1;10704;4181:35:00;13:00;37,3;2,3;2,15;29,897;27,82;63,9;980;9,6;23,9;20,6;28,7;60;1;Period(Time);1;2;;
14.09.2021;23:30:00;PNS 18T DM-6.1;10704;4182:35:00;14:00;37,3;2,3;2,16;32,197;29,976;63,6;980;9,1;24;20,6;28,9;61,9;1;Period(Time);1;2;;
15.09.2021;0:30:00;PNS 18T DM-6.1;10704;4183:35:00;15:00;37,5;2,3;2,16;34,497;32,136;64,2;980;8,5;24;20,6;29,1;63,5;1;Period(Time);1;2;;
15.09.2021;1:30:00;PNS 18T DM-6.1;10704;4184:35:00;16:00;37,6;2,3;2,16;36,797;34,3;64,4;980;8;24;20,6;29,2;64,8;1;Period(Time);1;2;;
15.09.2021;2:30:00;PNS 18T DM-6.1;10704;4185:35:00;17:00;37,6;2,3;2,17;39,097;36,467;64,7;980;7,7;24;20,6;29,3;66,9;1;Period(Time);1;2;;
15.09.2021;3:30:00;PNS 18T DM-6.1;10704;4186:35:00;18:00;37,7;2,3;2,17;41,397;38,635;64,7;981;7,7;24,2;20,6;29,4;68,4;1;Period(Time);1;2;;
15.09.2021;4:30:00;PNS 18T DM-6.1;10704;4187:35:00;19:00;37,8;2,3;2,17;43,697;40,803;64,4;981;7,6;24,3;20,6;29,6;70,5;1;Period(Time);1;2;;
15.09.2021;5:30:00;PNS 18T DM-6.1;10704;4188:35:00;20:00;37,8;2,3;2,17;45,997;42,972;64,1;981;7,6;24,4;20,6;29,7;72,3;1;Period(Time);1;2;;
15.09.2021;6:30:00;PNS 18T DM-6.1;10704;4189:35:00;21:00;37,8;2,3;2,17;48,297;45,142;64,4;981;7,6;24,5;20,6;29,9;73,8;1;Period(Time);1;2;;
15.09.2021;7:30:00;PNS 18T DM-6.1;10704;4190:35:00;22:00;37,7;2,3;2,17;50,597;47,312;64,6;982;7,6;24,7;20,5;30,1;75,2;1;Period(Time);1;2;;
15.09.2021;8:30:00;PNS 18T DM-6.1;10704;4191:35:00;23:00;37,9;2,3;2,17;52,897;49,482;64,3;982;7,8;24,9;20,6;30,3;75,6;1;Period(Time);1;2;;
15.09.2021;9:25:03;PNS 18T DM-6.1;10704;4192:30:00;23:55;37,5;2,3;2,17;55,008;51,474;64,9;983;8;23,6;20,5;27,4;76,6;1;Period(Time);1;2;end of sample;
15.09.2021;9:25:03;PNS 18T DM-6.1;10704;4192:30:00;23:55;37,6;2,3;2,15;55,008;51,474;64,6;981;9,8;23;20,6;27,2;62;1;Period(Time);1;2;average values;
15.09.2021;9:30:00;PNS 18T DM-6.1;10704;4192:30:00;0:00;0;0;0;0;0;0;984;8,2;28,5;21,1;23,6;75,2;2;Period(Time);2;2;start of sample;
15.09.2021;10:30:00;PNS 18T DM-6.1;10704;4193:30:00;1:00;37,6;2,3;2,17;2,297;2,166;64,9;984;8,4;19,6;20,5;22,7;74,9;2;Period(Time);2;2;;
15.09.2021;11:30:00;PNS 18T DM-6.1;10704;4194:30:00;2:00;37,6;2,3;2,17;4,602;4,334;65,5;984;8,7;18,3;20,6;21,6;71;2;Period(Time);2;2;;
15.09.2021;12:30:00;PNS 18T DM-6.1;10704;4195:30:00;3:00;37,5;2,3;2,17;6,902;6,502;64,9;985;8,9;18;20,6;21,6;68,4;2;Period(Time);2;2;;
15.09.2021;13:30:00;PNS 18T DM-6.1;10704;4196:30:00;4:00;37,4;2,3;2,16;9,202;8,663;64,6;985;9,9;18,3;20,6;21,7;62,5;2;Period(Time);2;2;;
15.09.2021;14:30:00;PNS 18T DM-6.1;10704;4197:30:00;5:00;37,3;2,3;2,15;11,502;10,814;65,1;986;11,3;19;20,7;22,2;56,6;2;Period(Time);2;2;;
15.09.2021;15:30:00;PNS 18T DM-6.1;10704;4198:30:00;6:00;37,3;2,3;2,14;13,802;12,957;65,1;986;12,4;19,8;20,7;22,6;50,4;2;Period(Time);2;2;;
15.09.2021;16:30:00;PNS 18T DM-6.1;10704;4199:30:00;7:00;37,3;2,3;2,15;16,102;15,103;65,4;986;12;19,4;20,6;22,6;49,2;2;Period(Time);2;2;;
15.09.2021;17:30:00;PNS 18T DM-6.1;10704;4200:30:00;8:00;37,3;2,3;2,15;18,402;17,255;64,8;986;11,4;19;20,6;22,4;51;2;Period(Time);2;2;;
15.09.2021;18:30:00;PNS 18T DM-6.1;10704;4201:30:00;9:00;37,4;2,3;2,16;20,702;19,411;65,7;987;10,8;18,6;20,7;22,3;53,5;2;Period(Time);2;2;;
15.09.2021;19:30:00;PNS 18T DM-6.1;10704;4202:30:00;10:00;37,7;2,3;2,16;23,002;21,576;65,4;987;9,8;18,1;20,7;22,2;56;2;Period(Time);2;2;;
15.09.2021;20:30:00;PNS 18T DM-6.1;10704;4203:30:00;11:00;37,7;2,3;2,17;25,302;23,748;65,1;987;9,1;17,6;20,7;21,9;59,1;2;Period(Time);2;2;;
15.09.2021;21:30:00;PNS 18T DM-6.1;10704;4204:30:00;12:00;37,7;2,3;2,18;27,602;25,924;65,4;987;8,4;17,3;20,6;21,7;63,2;2;Period(Time);2;2;;
15.09.2021;22:30:00;PNS 18T DM-6.1;10704;4205:30:00;13:00;37,8;2,3;2,18;29,902;28,101;65,1;987;8,4;17,4;20,7;21,8;65,6;2;Period(Time);2;2;;
15.09.2021;23:30:00;PNS 18T DM-6.1;10704;4206:30:00;14:00;38;2,3;2,19;32,202;30,287;66,3;988;7,2;17;20,6;21,6;78,7;2;Period(Time);2;2;;
16.09.2021;0:30:00;PNS 18T DM-6.1;10704;4207:30:00;15:00;38,1;2,3;2,19;34,502;32,575;65,4;988;6,4;16,6;20,7;21,4;86;2;Period(Time);2;2;;
16.09.2021;1:30:00;PNS 18T DM-6.1;10704;4208:30:00;16:00;38,1;2,3;2,2;36,802;34,959;65,4;988;6,1;16,4;20,7;21,3;86,8;2;Period(Time);2;2;;
16.09.2021;2:30:00;PNS 18T DM-6.1;10704;4209:30:00;17:00;38,1;2,3;2,2;39,102;37,196;65,7;988;6;16,4;20,6;21,3;85,4;2;Period(Time);2;2;;
16.09.2021;3:30:00;PNS 18T DM-6.1;10704;4210:30:00;18:00;38;2,3;2,2;41,402;39,448;66;989;6,2;16,4;20,6;21,3;82,9;2;Period(Time);2;2;;
16.09.2021;4:30:00;PNS 18T DM-6.1;10704;4211:30:00;19:00;38;2,3;2,2;43,702;41,826;66;989;6,1;16,4;20,7;21,2;80,8;2;Period(Time);2;2;;
16.09.2021;5:30:00;PNS 18T DM-6.1;10704;4212:30:00;20:00;38,1;2,3;2,2;46,002;44,06;65,5;990;5,8;16,3;20,7;21,2;80,8;2;Period(Time);2;2;;
16.09.2021;6:30:00;PNS 18T DM-6.1;10704;4213:30:00;21:00;38,2;2,3;2,21;48,302;46,268;65,4;990;5,3;16,1;20,6;21,1;85,2;2;Period(Time);2;2;;
16.09.2021;7:30:00;PNS 18T DM-6.1;10704;4214:30:00;22:00;38,1;2,3;2,21;50,602;48,477;65,7;991;5,1;16;20,7;21;91,7;2;Period(Time);2;2;;
16.09.2021;8:30:00;PNS 18T DM-6.1;10704;4215:30:00;23:00;38;2,3;2,21;52,902;50,684;65,4;991;5,7;16,2;20,6;21,1;93;2;Period(Time);2;2;;
16.09.2021;9:25:03;PNS 18T DM-6.1;10704;4216:25:00;23:55;37,9;2,3;2,2;55,012;52,991;66;991;6,7;16,6;20,7;21,2;91,7;2;Period(Time);2;2;end;
16.09.2021;9:25:25;PNS 18T DM-6.1;10704;4216:25:00;23:55;37,9;2,3;2,18;55,012;52,991;65,7;988;8,2;17,5;20,6;21,7;71,8;2;Period(Time);2;2;average values;
16.09.2021;13:22:12;PNS 18T DM-6.1;10704;4216:25:00;0:00;0;0;0;0;0;1,1;993;8,9;16,4;20,3;21,4;72,3;1;Period(Time);1;2;start of measurement;
17.09.2021;9:30:00;PNS 18T DM-6.1;10704;4216:25:00;0:00;0;0;0;0;0;0,9;994;7;24,5;20,5;20,4;72;1;Period(Time);1;2;start of sample;
17.09.2021;10:30:00;PNS 18T DM-6.1;10704;4217:25:00;1:00;37,4;2,3;2,2;2,297;2,201;63,5;993;6,6;17,8;20,7;20,3;71,1;1;Period(Time);1;2;;
17.09.2021;11:30:00;PNS 18T DM-6.1;10704;4218:25:00;2:00;37,6;2,3;2,2;4,597;4,424;64;993;6,7;17,4;20,7;20,8;65;1;Period(Time);1;2;;
17.09.2021;12:30:00;PNS 18T DM-6.1;10704;4219:25:00;3:00;37,6;2,3;2,2;6,897;6,623;64;993;7,3;17,8;20,7;21,2;58,1;1;Period(Time);1;2;;
17.09.2021;13:30:00;PNS 18T DM-6.1;10704;4220:25:00;4:00;37,5;2,3;2,2;9,197;8,818;62,6;993;7,7;18,2;20,7;21,4;55,4;1;Period(Time);1;2;;
17.09.2021;14:30:00;PNS 18T DM-6.1;10704;4221:25:00;5:00;37,6;2,3;2,2;11,497;11,057;64;993;7,7;18,3;20,7;21,5;58,4;1;Period(Time);1;2;;
17.09.2021;15:30:00;PNS 18T DM-6.1;10704;4222:25:00;6:00;37,6;2,3;2,2;13,797;13,254;64,3;994;7,6;18,2;20,6;21,5;60,1;1;Period(Time);1;2;;
17.09.2021;16:30:00;PNS 18T DM-6.1;10704;4223:25:00;7:00;37,5;2,3;2,2;16,097;15,459;64,6;994;7,8;18,3;20,7;21,5;60;1;Period(Time);1;2;;
17.09.2021;17:30:00;PNS 18T DM-6.1;10704;4224:25:00;8:00;37,5;2,3;2,2;18,397;17,656;64;994;7,7;18,3;20,6;21,5;59,9;1;Period(Time);1;2;;
17.09.2021;18:30:00;PNS 18T DM-6.1;10704;4225:25:00;9:00;37,7;2,3;2,2;20,697;19,88;64;994;6,7;17,9;20,7;21,4;66,3;1;Period(Time);1;2;;
17.09.2021;19:30:00;PNS 18T DM-6.1;10704;4226:25:00;10:00;37,7;2,3;2,21;22,997;22,094;63,5;994;5,7;17,1;20,6;20,9;70,4;1;Period(Time);1;2;;
17.09.2021;20:30:00;PNS 18T DM-6.1;10704;4227:25:00;11:00;37,8;2,3;2,21;25,297;24,308;63,4;994;5,6;16,4;20,7;20,5;70,3;1;Period(Time);1;2;;
17.09.2021;21:30:00;PNS 18T DM-6.1;10704;4228:25:00;12:00;38,2;2,3;2,24;27,597;26,544;64;995;3;16,1;20,7;20,4;84,1;1;Period(Time);1;2;;
17.09.2021;22:30:00;PNS 18T DM-6.1;10704;4229:25:00;13:00;38;2,3;2,24;29,897;28,78;64;995;3,1;16,1;20,7;20,4;85,9;1;Period(Time);1;2;;
17.09.2021;23:30:00;PNS 18T DM-6.1;10704;4230:25:00;14:00;38,1;2,3;2,24;32,197;31,015;64,9;995;3,2;16,2;20,7;20,5;85,8;1;Period(Time);1;2;;
18.09.2021;0:30:00;PNS 18T DM-6.1;10704;4231:25:00;15:00;38,2;2,3;2,24;34,497;33,252;65,2;996;3,1;16,2;20,7;20,5;86,2;1;Period(Time);1;2;;
18.09.2021;1:30:00;PNS 18T DM-6.1;10704;4232:25:00;16:00;38,3;2,3;2,25;36,797;35,498;65,2;996;2,2;16;20,7;20,4;89,1;1;Period(Time);1;2;;
18.09.2021;2:30:00;PNS 18T DM-6.1;10704;4233:25:00;17:00;38,4;2,3;2,25;39,097;37,745;65,5;996;1,9;15,8;20,7;20,3;90,6;1;Period(Time);1;2;;
18.09.2021;3:30:00;PNS 18T DM-6.1;10704;4234:25:00;18:00;38,3;2,3;2,25;41,397;39,991;65,2;996;2,1;15,8;20,7;20,3;91,9;1;Period(Time);1;2;;
18.09.2021;4:30:00;PNS 18T DM-6.1;10704;4235:25:00;19:00;38,3;2,3;2,24;43,696;42,236;65,2;996;2,4;15,9;20,7;20,3;91,9;1;Period(Time);1;2;;
18.09.2021;5:30:00;PNS 18T DM-6.1;10704;4236:25:00;20:00;38,3;2,3;2,25;45,996;44,484;65,5;996;1,9;15,7;20,7;20,2;92,8;1;Period(Time);1;2;;
18.09.2021;6:30:00;PNS 18T DM-6.1;10704;4237:25:00;21:00;38,4;2,3;2,25;48,296;46,733;65,7;997;2;15,7;20,7;20,3;93,1;1;Period(Time);1;2;;
18.09.2021;7:30:00;PNS 18T DM-6.1;10704;4238:25:00;22:00;38,2;2,3;2,24;50,596;48,977;65,5;997;2,6;16;20,7;20,4;91,6;1;Period(Time);1;2;;
18.09.2021;8:30:00;PNS 18T DM-6.1;10704;4239:25:00;23:00;38;2,3;2,23;52,896;51,203;65,2;997;4,9;17,1;20,7;20,9;82,5;1;Period(Time);1;2;;
18.09.2021;9:25:03;PNS 18T DM-6.1;10704;4240:20:00;23:55;37,8;2,3;2,22;55,006;53,236;66;998;6,4;18,1;20,7;21,3;75,2;1;Period(Time);1;2;end of sample;
18.09.2021;9:25:03;PNS 18T DM-6.1;10704;4240:20:00;23:55;37,8;2,3;2,22;55,006;53,236;66,6;996;4,8;16,9;20,7;20,8;76,5;1;Period(Time);1;2;average values;
18.09.2021;9:30:00;PNS 18T DM-6.1;10704;4240:20:00;0:00;0;0;0;0;0;0;997;6,9;22,8;20,7;21,2;72,4;2;Period(Time);2;2;start of sample;
18.09.2021;10:30:00;PNS 18T DM-6.1;10704;4241:20:00;1:00;37,5;2,3;2,2;2,297;2,205;65,8;998;7,3;18;20,7;21,5;70,8;2;Period(Time);2;2;;
18.09.2021;11:30:00;PNS 18T DM-6.1;10704;4242:20:00;2:00;37,5;2,3;2,2;4,597;4,412;65,2;998;8,2;18,2;20,7;21,5;64,2;2;Period(Time);2;2;;
18.09.2021;12:30:00;PNS 18T DM-6.1;10704;4243:20:00;3:00;37,4;2,3;2,2;6,897;6,623;66,1;997;8,9;18,4;20,7;21,6;60,9;2;Period(Time);2;2;;
18.09.2021;13:30:00;PNS 18T DM-6.1;10704;4244:20:00;4:00;37,4;2,3;2,19;9,197;8,81;65,8;997;9,9;19,2;20,8;21,9;58,2;2;Period(Time);2;2;;
18.09.2021;14:30:00;PNS 18T DM-6.1;10704;4245:20:00;5:00;37,3;2,3;2,18;11,497;10,992;66,1;997;10,6;19,6;20,7;22;56,5;2;Period(Time);2;2;;
18.09.2021;15:30:00;PNS 18T DM-6.1;10704;4246:20:00;6:00;37,4;2,3;2,19;13,797;13,178;66,1;997;10;19,3;20,7;22,1;58,6;2;Period(Time);2;2;;
18.09.2021;16:30:00;PNS 18T DM-6.1;10704;4247:20:00;7:00;37,4;2,3;2,19;16,097;15,366;66,1;997;9,7;18,7;20,6;22;59,4;2;Period(Time);2;2;;
18.09.2021;17:30:00;PNS 18T DM-6.1;10704;4248:20:00;8:00;37,6;2,3;2,19;18,397;17,633;64,6;997;8,9;18,3;20,7;21,8;62,7;2;Period(Time);2;2;;
18.09.2021;18:30:00;PNS 18T DM-6.1;10704;4249:20:00;9:00;37,6;2,3;2,2;20,712;19,835;64,7;997;7,8;17,4;20,6;21,6;65,9;2;Period(Time);2;2;;
18.09.2021;19:30:00;PNS 18T DM-6.1;10704;4250:20:00;10:00;37,7;2,3;2,21;23,012;22,043;65,2;997;7,1;16,7;20,7;21,3;68,9;2;Period(Time);2;2;;
18.09.2021;20:30:00;PNS 18T DM-6.1;10704;4251:20:00;11:00;37,8;2,3;2,21;25,367;24,255;65;997;6,6;16,3;20,7;21,1;72,2;2;Period(Time);2;2;;
18.09.2021;21:30:00;PNS 18T DM-6.1;10704;4252:20:00;12:00;37,9;2,3;2,21;27,667;26,469;65,2;997;6,5;16,2;20,7;21;72,9;2;Period(Time);2;2;;
18.09.2021;22:30:00;PNS 18T DM-6.1;10704;4253:20:00;13:00;37,9;2,3;2,22;29,967;28,684;65,8;997;6,3;16,2;20,7;21;72,5;2;Period(Time);2;2;;
18.09.2021;23:30:00;PNS 18T DM-6.1;10704;4254:20:00;14:00;37,9;2,3;2,22;32,267;30,901;65,3;997;6,1;16,1;20,7;20,9;70,8;2;Period(Time);2;2;;
19.09.2021;0:30:00;PNS 18T DM-6.1;10704;4255:20:00;15:00;37,9;2,3;2,22;34,567;33,12;65,8;997;5,7;16;20,7;20,9;70,9;2;Period(Time);2;2;;
19.09.2021;1:30:00;PNS 18T DM-6.1;10704;4256:20:00;16:00;38;2,3;2,22;36,867;35,34;66,1;997;5,5;15,9;20,7;20,8;70,6;2;Period(Time);2;2;;
19.09.2021;2:30:00;PNS 18T DM-6.1;10704;4257:20:00;17:00;38;2,3;2,22;39,167;37,563;66,7;997;5,2;15,8;20,7;20,8;70,7;2;Period(Time);2;2;;
19.09.2021;3:30:00;PNS 18T DM-6.1;10704;4258:20:00;18:00;38;2,3;2,22;41,467;39,787;66,4;997;4,9;15,8;20,7;20,8;70,4;2;Period(Time);2;2;;
19.09.2021;4:30:00;PNS 18T DM-6.1;10704;4259:20:00;19:00;38,1;2,3;2,23;43,767;42,014;66,4;997;4,6;15,7;20,7;20,8;71,4;2;Period(Time);2;2;;
19.09.2021;5:30:00;PNS 18T DM-6.1;10704;4260:20:00;20:00;38;2,3;2,23;46,067;44,243;66,7;996;4,3;15,6;20,7;20,8;71,1;2;Period(Time);2;2;;
19.09.2021;6:30:00;PNS 18T DM-6.1;10704;4261:20:00;21:00;38;2,3;2,23;48,367;46,472;66,7;996;4,2;15,5;20,7;20,7;71,4;2;Period(Time);2;2;;
19.09.2021;7:30:00;PNS 18T DM-6.1;10704;4262:20:00;22:00;38;2,3;2,23;50,667;48,701;66,1;996;4,1;15,5;20,7;20,7;73,5;2;Period(Time);2;2;;
19.09.2021;8:30:00;PNS 18T DM-6.1;10704;4263:20:00;23:00;38;2,3;2,23;52,967;50,929;66,9;996;4,4;15,7;20,7;20,8;74;2;Period(Time);2;2;;
19.09.2021;9:25:03;PNS 18T DM-6.1;10704;4264:15:00;23:55;38;2,3;2,22;55,077;52,968;66,7;996;4,9;15,9;20,7;20,8;72,8;2;Period(Time);2;2;end;
19.09.2021;9:25:25;PNS 18T DM-6.1;10704;4264:15:00;23:55;38;2,3;2,21;55,077;52,968;66,4;998;6,7;16,9;20,7;21,2;68;2;Period(Time);2;2;average values;
21.09.2021;9:26:25;PNS 18T DM-6.1;10704;4264:15:00;0:00;0;0;0;0;0;0,4;986;6;16,1;19,6;20,4;96,3;1;Period(Time);1;2;start of measurement;
21.09.2021;9:30:00;PNS 18T DM-6.1;10704;4264:15:00;0:00;0;0;0;0;0;0,4;986;6;26;22;20,6;96,4;1;Period(Time);1;2;start of sample;
21.09.2021;10:30:00;PNS 18T DM-6.1;10704;4265:15:00;1:00;37,7;2,3;2,19;2,297;2,19;67,1;986;6;21;20,7;21,7;96,5;1;Period(Time);1;2;;
21.09.2021;11:30:00;PNS 18T DM-6.1;10704;4266:15:00;2:00;38,1;2,3;2,19;4,597;4,382;66,8;986;6,1;23,7;20,7;23,6;96,6;1;Period(Time);1;2;;
21.09.2021;12:30:00;PNS 18T DM-6.1;10704;4267:15:00;3:00;38,1;2,3;2,19;6,897;6,572;67,1;986;6,2;24,4;20,6;24,1;96,4;1;Period(Time);1;2;;
21.09.2021;13:30:00;PNS 18T DM-6.1;10704;4268:15:00;4:00;38,1;2,3;2,19;9,197;8,764;67,4;986;6,2;24,7;20,7;24,3;96,2;1;Period(Time);1;2;;
21.09.2021;14:30:00;PNS 18T DM-6.1;10704;4269:15:00;5:00;38,1;2,3;2,19;11,497;10,955;67,1;986;6,2;24,7;20,6;24,5;96,1;1;Period(Time);1;2;;
21.09.2021;15:30:00;PNS 18T DM-6.1;10704;4270:15:00;6:00;38,1;2,3;2,19;13,797;13,147;67,7;986;6,2;24,7;20,6;24,2;96,1;1;Period(Time);1;2;;
21.09.2021;15:55:14;PNS 18T DM-6.1;10704;4270:38:00;6:23;0;0;0;14,68;13,988;0;989;5,9;25,3;21,9;22,8;96,2;1;Period(Time);0;0;loss of power;
21.09.2021;15:55:14;PNS 18T DM-6.1;10704;4270:38:00;6:23;0;0;0;14,68;13,988;0;989;5,9;25,3;21,9;22,8;96,2;1;Period(Time);1;2;start of sample;
21.09.2021;16:03:59;PNS 18T DM-6.1;10704;4270:44:00;6:29;0;0;0;14,911;14,209;0;988;5,9;25,4;21,9;24,4;96,5;1;Period(Time);0;0;loss of power;
21.09.2021;16:04:00;PNS 18T DM-6.1;10704;4270:44:00;6:29;0;0;0;14,911;14,209;0,6;988;5,9;25,4;21,9;24,8;96,5;1;Period(Time);1;2;start of sample;
21.09.2021;16:05:05;PNS 18T DM-6.1;10704;4270:45:00;6:29;0;0;0;14,933;14,23;0;988;5,8;25,4;21;24,8;96,9;1;Period(Time);0;0;loss of power;
21.09.2021;16:05:06;PNS 18T DM-6.1;10704;4270:45:00;6:29;0;0;0;14,933;14,23;0,3;987;5,8;25,4;21;25;96,9;1;Period(Time);1;2;start of sample;
21.09.2021;17:05:06;PNS 18T DM-6.1;10704;4271:45:00;7:29;38,2;2,3;2,19;17,23;16,418;67,9;986;6,1;25,8;20,6;27,8;95,1;1;Period(Time);1;2;;
21.09.2021;18:05:06;PNS 18T DM-6.1;10704;4272:45:00;8:29;38,3;2,3;2,19;19,53;18,611;66,9;986;5,9;26,5;20,6;29,1;94,6;1;Period(Time);1;2;;
21.09.2021;19:05:06;PNS 18T DM-6.1;10704;4273:45:00;9:29;38,3;2,3;2,19;21,83;20,804;68,6;986;5,8;26,9;20,6;29,3;95,3;1;Period(Time);1;2;;
21.09.2021;20:05:06;PNS 18T DM-6.1;10704;4274:45:00;10:29;38,3;2,3;2,19;24,13;22,998;67,8;986;5,7;27;20,5;29,5;95,7;1;Period(Time);1;2;;
21.09.2021;21:05:06;PNS 18T DM-6.1;10704;4275:45:00;11:29;38,3;2,3;2,19;26,43;25,192;68;985;5,6;27,2;20,6;29,6;95,4;1;Period(Time);1;2;;
21.09.2021;22:05:06;PNS 18T DM-6.1;10704;4276:45:00;12:29;38,3;2,3;2,19;28,73;27,385;67,7;985;5,6;27,3;20,5;29,6;95,3;1;Period(Time);1;2;;
21.09.2021;23:05:06;PNS 18T DM-6.1;10704;4277:45:00;13:29;38,3;2,3;2,19;31,03;29,577;67,5;985;5,7;27,4;20,5;29,7;95,4;1;Period(Time);1;2;;
22.09.2021;0:05:06;PNS 18T DM-6.1;10704;4278:45:00;14:29;38,3;2,3;2,19;33,33;31,769;68,3;984;5,6;27,4;20,5;29,7;95,6;1;Period(Time);1;2;;
22.09.2021;1:05:06;PNS 18T DM-6.1;10704;4279:45:00;15:29;38,3;2,3;2,19;35,63;33,961;67,8;984;5,6;27,4;20,5;29,7;95,4;1;Period(Time);1;2;;
22.09.2021;2:05:06;PNS 18T DM-6.1;10704;4280:45:00;16:29;38,3;2,3;2,19;37,93;36,154;68,3;984;5,4;27,3;20,5;29,6;95,3;1;Period(Time);1;2;;
22.09.2021;3:05:06;PNS 18T DM-6.1;10704;4281:45:00;17:29;38,3;2,3;2,19;40,23;38,346;68,6;984;5,3;27,1;20,5;29,5;95,2;1;Period(Time);1;2;;
22.09.2021;4:05:06;PNS 18T DM-6.1;10704;4282:45:00;18:29;38,3;2,3;2,19;42,53;40,658;68,1;984;5,1;27,2;20,5;29,5;96,2;1;Period(Time);1;2;;
22.09.2021;5:05:06;PNS 18T DM-6.1;10704;4283:45:00;19:29;38,3;2,3;2,19;44,83;42,853;69,2;983;4,9;27,1;20,5;29,5;96,3;1;Period(Time);1;2;;
22.09.2021;6:05:06;PNS 18T DM-6.1;10704;4284:45:00;20:29;38,4;2,3;2,2;47,13;45,221;68,6;983;4,8;27;20,6;29,4;96,1;1;Period(Time);1;2;;
22.09.2021;7:05:06;PNS 18T DM-6.1;10704;4285:45:00;21:29;38,4;2,3;2,2;49,43;47,534;69,2;983;4,7;27,1;20,6;29,4;96,2;1;Period(Time);1;2;;
22.09.2021;8:05:06;PNS 18T DM-6.1;10704;4286:45:00;22:29;38,4;2,3;2,2;51,73;49,731;68,6;983;4,6;27,2;20,5;29,5;95,6;1;Period(Time);1;2;;
22.09.2021;9:05:06;PNS 18T DM-6.1;10704;4287:45:00;23:29;38,3;2,3;2,19;54,03;51,926;69,5;983;4,9;27,5;20,6;29,7;95,8;1;Period(Time);1;2;;
22.09.2021;9:25:03;PNS 18T DM-6.1;10704;4288:05:00;23:49;38,3;2,3;2,19;54,795;52,655;68,4;983;5,2;27,6;20,5;29,7;95,5;1;Period(Time);1;2;end of sample;
22.09.2021;9:25:03;PNS 18T DM-6.1;10704;4288:05:00;23:49;38,3;2,3;2,19;54,795;52,655;68,6;985;5,4;27,1;20,5;29,4;95,5;1;Period(Time);1;2;average values;
22.09.2021;9:30:00;PNS 18T DM-6.1;10704;4288:05:00;0:00;0;0;0;0;0;0;983;5,3;29,3;21,7;29;95,1;2;Period(Time);2;2;start of sample;
